Country,Region,Province,Season,Date_ISO,Date,Meet,Venue,Event,Distance,Stroke,Rank,Canonical_Swimmer,Swimmer,Match_Score,Manual_Match,Club,Time,Time_Seconds,FINA_Points,Source_URL,Source_File
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,28,"GARRIGUES COSTA, Nacho",,,,Club Natacion Barracudas Torrent,02:03.72,123.72,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,28,"GARRIGUES COSTA, Nacho","GARRIGUES COSTA, Nacho",100.0,No,Club Natacion Barracudas Torrent,2:03.72,123.72,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,21,"GIL CASES, Leon",,,,C.N. Picassent,01:48.51,108.51,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,21,"GIL CASES, Leon","GIL CASES, Leon",100.0,No,C.N. Picassent,1:48.51,108.50999999999999,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,17,"GIL CASES, Luis",,,,C.N. Picassent,01:47.28,107.28,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,17,"GIL CASES, Luis","GIL CASES, Luis",100.0,No,C.N. Picassent,1:47.28,107.28,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,16,"GONZALEZ SECO, Rocio","GONZALEZ SECO, Rocio",100.0,No,C. Valenciano,1:44.70,104.7,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,3,"HERNANDEZ FITO, Isabel","HERNANDEZ FITO, Isabel",100.0,No,C. Valenciano,1:30.58,90.58,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,22,"HERNANDEZ OSCA, Vega","HERNANDEZ OSCA, Vega",100.0,No,Club Natacion Barracudas Torrent,2:08.05,128.05,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,16,"IANSON, Fedor",,,,C.N. Ferca-San Jose,01:44.06,104.06,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,16,"IANSON, Fedor","IANSON, Fedor",100.0,No,C.N. Ferca-San Jose,1:44.06,104.06,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,22,"JURADO FABRA, Dario",,,,Club Natacion Barracudas Torrent,01:50.09,110.09,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,22,"JURADO FABRA, Dario","JURADO FABRA, Dario",100.0,No,Club Natacion Barracudas Torrent,1:50.09,110.09,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,30,"KITSEN, Yefym",,,,Club Natacion Barracudas Torrent,02:16.48,136.48,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,30,"KITSEN, Yefym","KITSEN, Yefym",100.0,No,Club Natacion Barracudas Torrent,2:16.48,136.48,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,17,"LOBATON VAQUERO, Emma","LOBATON VAQUERO, Emma",100.0,No,C.N. Ferca-San Jose,1:45.28,105.28,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,11,"LOPEZ DEBON, Andres",,,,Club Natacion Barracudas Torrent,01:38.76,98.76,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,11,"LOPEZ DEBON, Andres","LOPEZ DEBON, Andres",100.0,No,Club Natacion Barracudas Torrent,1:38.76,98.75999999999999,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,10,"LOSHCHYTS, Kira","LOSHCHYTS, Kira",100.0,No,C.N. Ferca-San Jose,1:38.86,98.86,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,27,"MARTINEZ CUSI, Carlos Andree",,,,Club Natacion Barracudas Torrent,02:00.67,120.67,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,27,"MARTINEZ CUSI, Carlos Andree","MARTINEZ CUSI, Carlos Andree",100.0,No,Club Natacion Barracudas Torrent,2:00.67,120.67,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,25,"MARTINEZ GUILLOT, Pablo",,,,C. Valenciano,01:58.13,118.13,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,25,"MARTINEZ GUILLOT, Pablo","MARTINEZ GUILLOT, Pablo",100.0,No,C. Valenciano,1:58.13,118.13,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,15,"MARTINEZ SOLER, Paula","MARTINEZ SOLER, Paula",100.0,No,C. Valenciano,1:43.10,103.1,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,7,"MARTINEZ VILANOVA, Hugo",,,,Club Natacion Barracudas Torrent,01:28.88,88.88,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,18,"MARTINEZ VILANOVA, Hugo",,,,Club Natacion Barracudas Torrent,01:47.35,107.35,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,18,"MARTINEZ VILANOVA, Hugo","MARTINEZ VILANOVA, Hugo",100.0,No,Club Natacion Barracudas Torrent,1:47.35,107.35,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,23,"MORA RODRIGUEZ, John Ryam",,,,C.N. Picassent,01:53.95,113.95,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,23,"MORA RODRIGUEZ, John Ryam","MORA RODRIGUEZ, John Ryam",100.0,No,C.N. Picassent,1:53.95,113.95,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,4,"MOSHNIN LISTOV, Mark",,,,C.N. Ferca-San Jose,01:27.35,87.35,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,4,"MOSHNIN LISTOV, Mark","MOSHNIN LISTOV, Mark",100.0,No,C.N. Ferca-San Jose,1:27.35,87.35,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,7,"MUNERA VILANOVA, Hugo","MUNERA VILANOVA, Hugo",100.0,No,Club Natacion Barracudas Torrent,1:28.88,88.88,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,21,"NAVARRO RUIZ, Adriana","NAVARRO RUIZ, Adriana",100.0,No,C. Valenciano,2:00.14,120.14,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,5,"NICOLAU, Martina","NICOLAU, Martina",100.0,No,Club Natacion Barracudas Torrent,1:34.22,94.22,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,19,"OCHOA GONZALEZ, Josune","OCHOA GONZALEZ, Josune",100.0,No,C.N. Delfin,1:48.22,108.22,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,1,"OLMOS MORA, Mara","OLMOS MORA, Mara",100.0,No,C.N. Delfin,1:28.02,88.02,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,14,"PARDO ESTALLERES, Alejandro",,,,C.N. Ferca-San Jose,01:43.03,103.03,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,14,"PARDO ESTALLERES, Alejandro","PARDO ESTALLERES, Alejandro",100.0,No,C.N. Ferca-San Jose,1:43.03,103.03,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,1,"PEDRO SALVADOR, Xavi",,,,C. Valenciano,01:23.93,83.93,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,1,"PEDRO SALVADOR, Xavi","PEDRO SALVADOR, Xavi",100.0,No,C. Valenciano,1:23.93,83.93,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,8,"PINILLA CORDIDO, Anabella","PINILLA CORDIDO, Anabella",100.0,No,C.N. Ferca-San Jose,1:36.06,96.06,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,15,"PIZZORNO CAÑIZALES, Lucas",,,,C.N. Ferca-San Jose,01:43.14,103.14,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,15,"PIZZORNO CAÑIZALES, Lucas","PIZZORNO CAÑIZALES, Lucas",100.0,No,C.N. Ferca-San Jose,1:43.14,103.14,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,8,"RABADAN TAMARIT, Blasco",,,,C.N. Valencia Masters Sedavi,01:34.16,94.16,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,8,"RABADAN TAMARIT, Blasco","RABADAN TAMARIT, Blasco",100.0,No,C.N. Valencia Masters Sedavi,1:34.16,94.16,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,13,"ROMERO ALBERO, Xavier",,,,C. Sirenas Catarroja,01:42.40,102.4,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,13,"ROMERO ALBERO, Xavier","ROMERO ALBERO, Xavier",100.0,No,C. Sirenas Catarroja,1:42.40,102.4,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,12,"SANCHEZ CORREOSO, Noel",,,,C. Sirenas Catarroja,01:40.51,100.51,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,12,"SANCHEZ CORREOSO, Noel","SANCHEZ CORREOSO, Noel",100.0,No,C. Sirenas Catarroja,1:40.51,100.50999999999999,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,2,"SANCHEZ OREDAIN, Chloe","SANCHEZ OREDAIN, Chloe",100.0,No,C.N. Delfin,1:28.40,88.4,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,29,"SANZ GOH, Rodrigo",,,,Club Natacion Barracudas Torrent,02:14.73,134.73,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,29,"SANZ GOH, Rodrigo","SANZ GOH, Rodrigo",100.0,No,Club Natacion Barracudas Torrent,2:14.73,134.73,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín y Alevín,Benimamet,100m Estilos,,Medley,2,"STORK, Michael",,,,C. Valenciano,01:24.31,84.31,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,2,"STORK, Michael","STORK, Michael",100.0,No,C. Valenciano,1:24.31,84.31,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
Spain,Comunitat Valenciana,Valencia,2025/26,2025-10-05,05/10/2025,1ª Jornada Liga Benjamín 1ª Alevín -Benimamet-,Benimamet,100m Medley,100.0,Medley,13,"UMPIERREZ ORERO, Sara","UMPIERREZ ORERO, Sara",100.0,No,C. Valenciano,1:40.71,100.71000000000001,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf,1576_2025_VAL_1JORNADABENJAMINALEVIN_BENIMAMET.pdf
